修正方針カテゴリ,修正方針本文,機械判定,マッチstep1行,マッチstep1 ID,Claudeリスク評価,Claudeコメント,最終判定
選択肢,(step1側のみ/要確認(未解釈)) 養生マット材料の単位選択,diff_only_要確認(未解釈),選択肢/追加/養生マット材料の単位選択,質問No:2,,,-
選択肢,(step1側のみ/要確認(未解釈)) 養生マット材料の単位選択,diff_only_要確認(未解釈),選択肢/追加/養生マット材料の単位選択,質問No:2,,,-
選択肢,(step1側のみ/要確認(未解釈)) 養生マット材料の単位選択,diff_only_要確認(未解釈),選択肢/追加/養生マット材料の単位選択,質問No:2,,,-
選択肢,(step1側のみ/要確認(未解釈)) 養生マット材料の単位選択,diff_only_要確認(未解釈),選択肢/追加/養生マット材料の単位選択,質問No:2,,,-
選択肢,(step1側のみ/要確認(未解釈)) 養生マット材料の単位選択,diff_only_要確認(未解釈),選択肢/追加/養生マット材料の単位選択,質問No:2,,,-
フロー,(step1側のみ/要確認(未解釈)) 養生マット規格,diff_only_要確認(未解釈),フロー/変更/養生マット規格,BoxNo:1,,,-
フロー,(step1側のみ/要確認(未解釈)) 養生マット(合成不織布系 厚さ3mm),diff_only_要確認(未解釈),フロー/変更/養生マット(合成不織布系 厚さ3mm),BoxNo:2,,,-
フロー,(step1側のみ/要確認(未解釈)) 養生マット(ウレタンフォーム系 厚さ10mm),diff_only_要確認(未解釈),フロー/追加/養生マット(ウレタンフォーム系 厚さ10mm),BoxNo:3,,,-
フロー,(step1側のみ/要確認(未解釈)) 養生マット(各種),diff_only_要確認(未解釈),フロー/追加/養生マット(各種),BoxNo:4,,,-
フロー,(step1側のみ/要確認(未解釈)) 養生マット材料の単位選択,diff_only_要確認(未解釈),フロー/追加/養生マット材料の単位選択,BoxNo:5,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:6,diff_only_要確認(未解釈),フロー/追加/BoxNo:6,BoxNo:6,,,-
フロー,(step1側のみ/要確認(未解釈)) 1m2当り養生マット使用量,diff_only_要確認(未解釈),フロー/追加/1m2当り養生マット使用量,BoxNo:7,,,-
フロー,(step1側のみ/ノイズ) 終点,diff_only_ノイズ,フロー/追加/終点,BoxNo:9,,,-
---,---,---,---,---,---,---,---
【機械評価】,修正方針項目: 4件,完全マッチ: 0,部分マッチ: 2,未マッチ: 2,,,緩和一致率: 50%
【Claudeリスク評価】,,,妥当: 0,軽微: 0,重大: 0,未評価: 2,
【最終判定】,,,,,,,最終一致率: 50%
【最終結論】,[要確認] 不足側Claude未評価2件 / 過剰側Claude未解釈17件,,,,,,
【step1側のみ(過剰)】,合計: 33,要確認候補: 17,ノイズ: 16,カバー済: 0,,,
【過剰のClaude解釈】,,,妥当: 0,軽微: 0,重大: 0,未解釈: 17,
