修正方針カテゴリ,修正方針本文,機械判定,マッチstep1行,マッチstep1 ID,Claudeリスク評価,Claudeコメント,最終判定
質問,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,質問/変更/代価表2枚目,質問No:47,,,-
質問,(step1側のみ/ノイズ) AT=当り数量,diff_only_ノイズ,質問/変更/AT=当り数量,質問No:48,,,-
質問,(step1側のみ/ノイズ) 工種区分,diff_only_ノイズ,質問/変更/工種区分,質問No:49,,,-
質問,(step1側のみ/ノイズ) 代価表1枚目,diff_only_ノイズ,質問/変更/代価表1枚目,質問No:50,,,-
質問,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,質問/変更/代価表2枚目,質問No:51,,,-
質問,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,質問/変更/AT=1,質問No:52,,,-
質問,(step1側のみ/ノイズ) 代価表3枚目,diff_only_ノイズ,質問/変更/代価表3枚目,質問No:53,,,-
質問,(step1側のみ/ノイズ) 当り単位の選択,diff_only_ノイズ,質問/変更/当り単位の選択,質問No:54,,,-
質問,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,質問/変更/AT=1,質問No:55,,,-
質問,(step1側のみ/ノイズ) 代価表3枚目,diff_only_ノイズ,質問/変更/代価表3枚目,質問No:56,,,-
質問,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,質問/変更/配管材の据付・撤去区分,質問No:58,,,-
質問,(step1側のみ/カバー済) 配管工割増区分,diff_only_カバー済,質問/削除/配管工割増区分,質問No:31,,,-
選択肢,(step1側のみ/ノイズ) 管切断1口当り歩掛,diff_only_ノイズ,選択肢/変更/管切断1口当り歩掛,質問No:13,,,-
選択肢,(step1側のみ/ノイズ) ねじ込み接合2口当り歩掛,diff_only_ノイズ,選択肢/変更/ねじ込み接合2口当り歩掛,質問No:14,,,-
選択肢,(step1側のみ/ノイズ) ねじ切り1口当り歩掛,diff_only_ノイズ,選択肢/変更/ねじ切り1口当り歩掛,質問No:15,,,-
選択肢,(step1側のみ/ノイズ) 1箇所(2口)当り継手工歩掛,diff_only_ノイズ,選択肢/変更/1箇所(2口)当り継手工歩掛,質問No:25,,,-
選択肢,(step1側のみ/ノイズ) 1箇所(2口)当り継手工歩掛,diff_only_ノイズ,選択肢/変更/1箇所(2口)当り継手工歩掛,質問No:26,,,-
選択肢,(step1側のみ/ノイズ) 1箇所(2口)当り継手工歩掛,diff_only_ノイズ,選択肢/変更/1箇所(2口)当り継手工歩掛,質問No:27,,,-
選択肢,(step1側のみ/ノイズ) 1箇所(2口)当り継手工歩掛,diff_only_ノイズ,選択肢/変更/1箇所(2口)当り継手工歩掛,質問No:28,,,-
選択肢,(step1側のみ/ノイズ) K~FT=1,diff_only_ノイズ,選択肢/追加/K~FT=1,質問No:40,,,-
選択肢,(step1側のみ/ノイズ) K~FT=1,diff_only_ノイズ,選択肢/追加/K~FT=1,質問No:40,,,-
選択肢,(step1側のみ/ノイズ) K~FT=1,diff_only_ノイズ,選択肢/追加/K~FT=1,質問No:40,,,-
選択肢,(step1側のみ/ノイズ) K~FT=1,diff_only_ノイズ,選択肢/追加/K~FT=1,質問No:40,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:52,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:52,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:52,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:52,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:55,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:55,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:55,,,-
選択肢,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,選択肢/追加/AT=1,質問No:55,,,-
選択肢,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,選択肢/削除/配管材の据付・撤去区分,質問No:39,,,-
選択肢,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,選択肢/削除/配管材の据付・撤去区分,質問No:39,,,-
選択肢,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,選択肢/削除/配管材の据付・撤去区分,質問No:39,,,-
選択肢,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,選択肢/削除/配管材の据付・撤去区分,質問No:39,,,-
選択肢,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,選択肢/削除/代価表2枚目,質問No:51,,,-
選択肢,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,選択肢/削除/代価表2枚目,質問No:51,,,-
選択肢,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,選択肢/削除/代価表2枚目,質問No:51,,,-
選択肢,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,選択肢/削除/代価表2枚目,質問No:51,,,-
選択肢,(step1側のみ/ノイズ) 当り単位の選択,diff_only_ノイズ,選択肢/削除/当り単位の選択,質問No:54,,,-
選択肢,(step1側のみ/ノイズ) 当り単位の選択,diff_only_ノイズ,選択肢/削除/当り単位の選択,質問No:54,,,-
選択肢,(step1側のみ/ノイズ) 当り単位の選択,diff_only_ノイズ,選択肢/削除/当り単位の選択,質問No:54,,,-
選択肢,(step1側のみ/ノイズ) 当り単位の選択,diff_only_ノイズ,選択肢/削除/当り単位の選択,質問No:54,,,-
フロー,(step1側のみ/ノイズ) 10箇所(20口)当り継手材数量,diff_only_ノイズ,フロー/変更/10箇所(20口)当り継手材数量,BoxNo:6,,,-
フロー,(step1側のみ/ノイズ) 終点,diff_only_ノイズ,フロー/変更/終点,BoxNo:14,,,-
フロー,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,フロー/変更/配管材の据付・撤去区分,BoxNo:22,,,-
フロー,(step1側のみ/ノイズ) K~FT=1,diff_only_ノイズ,フロー/変更/K~FT=1,BoxNo:32,,,-
フロー,(step1側のみ/ノイズ) 1箇所(2口)当り継手材数量,diff_only_ノイズ,フロー/変更/1箇所(2口)当り継手材数量,BoxNo:36,,,-
フロー,(step1側のみ/ノイズ) AT=当り数量,diff_only_ノイズ,フロー/変更/AT=当り数量,BoxNo:37,,,-
フロー,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,フロー/変更/代価表2枚目,BoxNo:38,,,-
フロー,(step1側のみ/ノイズ) 代価表1枚目,diff_only_ノイズ,フロー/変更/代価表1枚目,BoxNo:40,,,-
フロー,(step1側のみ/ノイズ) 代価表1枚目,diff_only_ノイズ,フロー/変更/代価表1枚目,BoxNo:46,,,-
フロー,(step1側のみ/ノイズ) 代価表1枚目,diff_only_ノイズ,フロー/変更/代価表1枚目,BoxNo:47,,,-
フロー,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,フロー/変更/代価表2枚目,BoxNo:49,,,-
フロー,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,フロー/変更/代価表2枚目,BoxNo:50,,,-
フロー,(step1側のみ/ノイズ) AT=当り数量,diff_only_ノイズ,フロー/変更/AT=当り数量,BoxNo:51,,,-
フロー,(step1側のみ/ノイズ) 工種区分,diff_only_ノイズ,フロー/変更/工種区分,BoxNo:53,,,-
フロー,(step1側のみ/ノイズ) 1箇所(1口)当り継手材数量,diff_only_ノイズ,フロー/変更/1箇所(1口)当り継手材数量,BoxNo:57,,,-
フロー,(step1側のみ/ノイズ) 10箇所(10口)当り継手材数量,diff_only_ノイズ,フロー/変更/10箇所(10口)当り継手材数量,BoxNo:58,,,-
フロー,(step1側のみ/ノイズ) 代価表1枚目,diff_only_ノイズ,フロー/変更/代価表1枚目,BoxNo:65,,,-
フロー,(step1側のみ/ノイズ) 代価表2枚目,diff_only_ノイズ,フロー/変更/代価表2枚目,BoxNo:66,,,-
フロー,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,フロー/変更/AT=1,BoxNo:67,,,-
フロー,(step1側のみ/ノイズ) 代価表3枚目,diff_only_ノイズ,フロー/変更/代価表3枚目,BoxNo:68,,,-
フロー,(step1側のみ/ノイズ) 当り単位の選択,diff_only_ノイズ,フロー/変更/当り単位の選択,BoxNo:69,,,-
フロー,(step1側のみ/ノイズ) AT=1,diff_only_ノイズ,フロー/変更/AT=1,BoxNo:71,,,-
フロー,(step1側のみ/ノイズ) 代価表3枚目,diff_only_ノイズ,フロー/変更/代価表3枚目,BoxNo:72,,,-
フロー,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,フロー/変更/配管材の据付・撤去区分,BoxNo:79,,,-
フロー,(step1側のみ/ノイズ) 配管材の据付・撤去区分,diff_only_ノイズ,フロー/変更/配管材の据付・撤去区分,BoxNo:80,,,-
フロー,(step1側のみ/ノイズ) D3S,diff_only_ノイズ,フロー/変更/D3S,BoxNo:87,,,-
フロー,(step1側のみ/ノイズ) D3S2,diff_only_ノイズ,フロー/変更/D3S2,BoxNo:88,,,-
フロー,(step1側のみ/ノイズ) D3S3,diff_only_ノイズ,フロー/変更/D3S3,BoxNo:89,,,-
フロー,(step1側のみ/ノイズ) D3S4,diff_only_ノイズ,フロー/変更/D3S4,BoxNo:90,,,-
フロー,(step1側のみ/ノイズ) D3S4,diff_only_ノイズ,フロー/削除/D3S4,BoxNo:91,,,-
---,---,---,---,---,---,---,---
【機械評価】,修正方針項目: 8件,完全マッチ: 0,部分マッチ: 3,未マッチ: 5,,,緩和一致率: 38%
【Claudeリスク評価】,,,妥当: 0,軽微: 0,重大: 0,未評価: 5,
【最終判定】,,,,,,,最終一致率: 38%
【最終結論】,[要確認] 不足側Claude未評価5件,,,,,,
【step1側のみ(過剰)】,合計: 102,要確認候補: 0,ノイズ: 101,カバー済: 1,,,
【過剰のClaude解釈】,,,妥当: 0,軽微: 0,重大: 0,未解釈: 0,
